1,3578588608900789266174503158532
2,3016560279679618441742457045776
3,1280392943023131608893438690052
4,3893045883137154521396501086992
5,2468775481629208851410768691988
6,2068311399655093438976405078804
7,2235738062324245844123993375488
8,1352478644790511803397803934480
9,2779528574373835293822825661184
10,956010142709165151002684883728
11,2077003580410377720775842857728
12,1672783516756194778516053426944
13,2142593822533656667434854449956
14,3497811944378168199220231537408
15,2706146753603631406096063529728
16,3177805502035155493312937919252
17,2157178289468650181675247862528
18,873746366724625264624576037648
19,2483943713308427447997066773248
20,2140137327877444588070660604672
21,3498436746817652838451135447828
22,2695641235712452445210631537440
23,3187086491664451373113474417408
24,2631262172091380470656329974528
25,1119738729649549420267217421080
26,1521459816153462080749244908292
27,2379025891720753404985402262288
28,2538728586065740202076862808832
29,2221821957082293925047668966148
30,1839327560255008159643401585408
31,4359121840964163375164640068352
32,4055197913375932730609173332776
33,3657196540596344631338096722708
34,1589840348624189449538729018112
35,875272045422360920648519123712
36,1665353482205747289446763332352
37,2550485431975729883047365509908
38,1518988772642786034827475354384
39,2702139126566876481785338659584
40,1359608823584726531283907576612
41,2945691782540232635268838851328
42,1755113905813129747353616384776
43,5718074093809061089195323884304
44,1429884884908993174540607095568
45,1666271081324445713540244112160
46,1997129931845015885249843692288
47,1589546589352213058811477951252
48,2384901337002536646987364238104
49,1905230895311702322132980466432
50,1524540225254536881647341404932
51,1666596300595956248532944290568
52,2309389341623634692867747283728
53,2152796022950666554124480152320
54,3332238555028102417007352546088
55,1432328326978113393226815505152
56,968708788522852566942142563072
57,1366387283921902019231923897112
58,2537513691025301120599309484816
59,2469092050797065272765455074064
60,2471555869435854501951935742720
61,1509059944504827368081195598608
62,878968940800818331990130295560
63,1040506831726250169784305517328
64,4450713659482113677225263760128
65,1358994660769294786160111780608
66,969643278773429393664382993156
67,1292760027779418331856079749908
68,872762362721169992685055771392
69,3183069118547492554377419162368
70,1744019418637572191711711331072
71,3491305364372015124798975640320
72,2388942653421305138989369262848
73,1271070760210687231974242321172
74,2237297510481596525030950175488
75,1921626337756990055107827467008
76,2299508810083890209884419785472
77,1032791439271431102833992729360
78,3498748720733809856886264627988
79,1190633771340990598162020172544
80,1287474632376438689158314656528
81,1446864233934290021956689920784
82,2074521599183971337761484309252
83,1995268120614234900714935419648
84,1522992763162924934089341993744
85,3097340655629581284196533994256
86,3406814714577921260216520672000
87,1509075660651588131392533889812
88,2618562401325411110093849494272
89,2310635729773070377599569363712
90,1351538237028713745065024815876
91,2226762851404038591549216260872
92,1272050009031755922218597352192
93,1431411795961421843205047845632
94,2457035452065047061274179797760
95,1037119416950057678844272902928
96,1350927696431808017813010449168
97,805015293267080943536276636416
98,2864312851195348978830481359652
99,1272655690331425563526719669008
100,3103839836169227427596769035008
101,1285624975633485606166221882132
102,1360249652553233127557707399968
103,2717013669514898946106868695824
104,1192172714781311920230306743076
105,2775222281582749637237960934160
106,3186798687038865774811145372452
107,1280042142472765899452382249744
108,485949574603429997983149458180
109,1984450675771951528885470757636
110,1038959525011561303282046337792
111,3883119445730730366511096922880
112,1755419763841217976636545762064
113,2221844935876067013827236266784
114,2151556841022954443907185640192
115,1280044669086470674747077755664
116,885141748889349484763876819716
117,1276328482491813087573705294612
118,1432943486068902552390832358144
119,1822266032740549082435308880640
120,3570230020558015417467095876352
121,1665357100016286545894915506960
122,1290563588886336853246473011968
123,1917600638132478269103643624212
124,2391404054687848365892951737092
125,3735820197995076803861620327168
126,1442237665283435623581143859984
127,2543683963794904467568931504904
128,1685467556898806111006849106688
129,1510982089462097253137029923584
130,3808540807085653268644686791440
131,4687492666123265575065271993104
132,2156842260055350242748291482372
133,2696864705923856415034704790272
134,2617945910859317743475816792832
135,873398267163667246442862936848
136,1200209615775953927799204021008
137,2714508808347948788063003804448
138,1999285362039026182334790370052
139,1521133482274259229484061164292
140,3571777487518273297066523951888
141,1754800666227896469255231177488
142,1111376528309542876949074477848
143,1909224001070593625230272234240
144,3965137766184523845066942186240
145,1825359631429086116821892727552
146,2249348049995160593314461123328
147,1440997373673739193264485499664
148,4043462861074207124730589807376
149,5717149275093589956945307894528
150,3329479696933909107711098618624
151,1914491390090457759970803385112
152,3263556962691715877842417746688
153,3424157941050457616998241731344
154,1037407113347447938439101416192
155,2388937817791526552291263447824
156,1753873415622239166120198013696
157,2224290720183124876768238764800
158,1594825906757593665312081707776
159,1830306598163601873740927140640
160,3498759567991389311269818204928
